Company,Job_name,Applicants,Job_level,Employees,Followers,Industry,Job_type,City,State,Country,Unrequired
IRIS Business Services Limited,Technical Program/Project Manager,1,Mid-Senior level,501-1000,6573,Information Technology & Services,Full-time,Mumbai,Maharashtra,India,3
gpac,Travel Superintendent-Construction,1,N/A,501-1000,130581,Staffing and Recruiting,Full-time,Salem,Tamil Nadu,India,3
Testbook,Assistant Manager - Human Resources/Payroll and Compliance,1,Entry level,501-1000,109489,E-Learning Providers,Full-time,Mumbai,Maharashtra,India,3
Gurgaon IT Hub,Great Learning - Assistant Manager - People Operations,2,Mid-Senior level,501-1000,2466,Outsourcing and Offshoring Consulting,Full-time,Delhi,Delhi,India,3
SA Technologies Inc.,Hardware_ Wiring Harness Engineer,4,Associate,501-1000,47009,IT Services and IT Consulting,Full-time,Pune,Maharashtra,India,3
ReNew Power,Manager,0,Mid-Senior level,501-1000,193915,Renewable Energy Semiconductor Manufacturing,Full-time,Delhi Cantonment,Delhi,India,3
Alliance Recruitment Agency,Procurement Engineer,0,Entry level,51-200,17854,Human Resources Services,Full-time,Bengaluru,Karnataka,India,3
Arissa India,Social Media / Digital Marketing Expert,0,Entry level,51-200,540,IT Services and IT Consulting,Full-time,Bengaluru,Karnataka,India,3
Lavya Associates HR Services,Walk in Interviews | Officer Executive - Ludhiana,0,Entry level,51-200,8986,Human Resources Services,Full-time,Ludhiana,Punjab,India,3
ClickPost,Account Executive/Senior Manager - Business Development/Sales,0,Mid-Senior level,51-200,10769,Software Development,Full-time,Delhi,Delhi,India,3
Alliance Recruitment Agency,APPLY NOW EDTECH PROGRAMME MANAGER,2,Entry level,51-200,17854,Human Resources Services,Full-time,Pune,Maharashtra,India,3
Learning Routes,Business Development Associate,12,N/A,51-200,17656,E-Learning Providers,Full-time,Mumbai,Maharashtra,India,3
Onjob Group,Retail Sales Associate for Reputed Luxury Brand,0,Entry level,51-200,549,Human Resources Services,Full-time,Bengaluru,Karnataka,India,3
Combustion Research Associates,Draughtsman,21,Executive,51-200,4182,Industrial Machinery Manufacturing,Full-time,Noida,Uttar Pradesh,India,3
Techjockey.com,Data Entry part time job/internship at Delhi in Techjockey,16,Internship,51-200,11709,IT Services and IT Consulting,Part-time,Delhi,Delhi,India,3
"Verify, Inc.",Manager - Talent Acquisition - NBFC (1-4 yrs),0,Mid-Senior level,51-200,12122,Aviation and Aerospace Component Manufacturing,Full-time,Pune,Maharashtra,India,3
Maven Workforce Inc.,Supply Chain Consulting Role - Transformation Program (6-20 yrs),1,Entry level,51-200,52941,Staffing and Recruiting,Full-time,Mumbai,Maharashtra,India,3
Unnati,Senior Manager - Credit Finance,1,Mid-Senior level,51-200,19789,Farming,Full-time,Chennai,Tamil Nadu,India,3
AXO Recruitment & Staffing Services,Regional Development Manager - Sales - FMCG,0,Mid-Senior level,51-200,304,Staffing and Recruiting,Full-time,Delhi,Delhi,India,3
nTech Workforce - India,Telesales/telemarketing Executive,0,Mid-Senior level,51-200,3571,Staffing and Recruiting,Full-time,Hyderabad,Telangana,India,3
ConsultBae,Senior Manager/Director - Organic Growth,1,Mid-Senior level,51-200,7196,Staffing and Recruiting,Full-time,Chennai,Tamil Nadu,India,3
Helix,Program Manager - Hospitality Firm,0,Entry level,51-200,14687,Motor Vehicle Manufacturing,Full-time,Delhi,Delhi,India,3
nTech Workforce - India,Senior Backend Developer,1,Mid-Senior level,51-200,3571,Staffing and Recruiting,Full-time,Hyderabad,Telangana,India,3
ACCA Careers,Analyst - Payments/Invoicing,2,Entry level,51-200,107159,Accounting,Full-time,Bengaluru,Karnataka,India,3
Abservetech Private Limited,Business Analyst,0,Mid-Senior level,51-200,3916,Software Development,Full-time,Madurai,Tamil Nadu,India,3
Talent Acceleration Corridor (TA Corridor),Client Lead - Media Sales,0,Mid-Senior level,51-200,5049,Human Resources Services,Full-time,Gurgaon,Haryana,India,3
Symbiosis Management Consultants P Limited,Head - Marketing - Auto Components,1,Director,51-200,3949,Human Resources Services,Full-time,Delhi,Delhi,India,3
WEN- Women Entrepreneur Network,Brand Manager - FMCG,1,Mid-Senior level,51-200,17117,Human Resources Services,Full-time,Delhi,Delhi,India,3
Alliance Recruitment Agency,Sales Captain,0,Mid-Senior level,51-200,17854,Human Resources Services,Full-time,Kolkata,West Bengal,India,3
Alliance Recruitment Agency,Social Media Manager,0,Mid-Senior level,51-200,17854,Human Resources Services,Full-time,Delhi,Delhi,India,3
CoreStack,Administration,0,Mid-Senior level,51-200,16466,Software Development,Full-time,Chennai,Tamil Nadu,India,3
Auburn Digital Solutions,Social Media Internship in Bangalore at Auburn Digital Solutions,0,Internship,51-200,10863,Advertising Services,Full-time,Bengaluru,Karnataka,India,3
"Arrcus, Inc.",[BLR] Network Platform Development Engineer- TL,0,Entry level,51-200,4382,Computer Networking Products,Full-time,Bengaluru,Karnataka,India,3
STARWORTH GLOBAL SOLUTIONS,US IT Recruiter,6,Entry level,51-200,2696,Staffing and Recruiting,Full-time,Bengaluru,Karnataka,India,3
ARC Consulting,Head - HR and Communications - BPO,3,Director,51-200,1714,IT Services and IT Consulting,Full-time,Gurgaon,Haryana,India,3
Jupiter,SDE-III,0,Mid-Senior level,51-200,6779,IT Services and IT Consulting,Full-time,Bengaluru,Karnataka,India,3
Suresh & Co.,Documentation Executive,0,Mid-Senior level,51-200,862,Accounting,Full-time,Kottayam,Kerala,India,3
Reagles media pvt ltd,Content Writer,20,Entry level,51-200,57,Financial Services,Full-time,Bhopal,Madhya Pradesh,India,3
Patchwork Health,Product Manager,1,Mid-Senior level,51-200,6238,Hospitals and Health Care,Temporary,Kubolong,Nagaland,India,3
Linguee Global Solutions,Human Resources (HR) Internship in Delhi at Linguee Global Solutions,1,Internship,51-200,7912,Human Resources Services,Full-time,Delhi,Delhi,India,3
Spigot Software Pvt. Ltd.,Verification Engineer,0,Mid-Senior level,51-200,1585,Software Development,Full-time,Bengaluru North,Karnataka,India,3
ClickPost,Sales Development Representative,1,Entry level,51-200,10769,Software Development,Full-time,Chennai,Tamil Nadu,India,3
ConsultBae,Vice President - Business Head - PayOuts - FinTech,1,Executive,51-200,7196,Staffing and Recruiting,Full-time,Mumbai,Maharashtra,India,3
Ananta Resource Management,Personnel administrator_HR Admin 3-4yrs 20-25k Mumbai,1,Mid-Senior level,51-200,19108,Human Resources Services,Full-time,Mumbai,Maharashtra,India,3
Alliance Recruitment Agency,Embedded Faculty,1,Mid-Senior level,51-200,17854,Human Resources Services,Full-time,Bengaluru,Karnataka,India,3
Patchwork Health,Junior Bid Manager,0,Mid-Senior level,51-200,6238,Hospitals and Health Care,Full-time,Kubolong,Nagaland,India,3
Squareboat,Product Manager,1,Entry level,51-200,31669,IT Services and IT Consulting,Full-time,Gurgaon,Haryana,India,3
Suresh & Co.,Documentation Executive,1,Mid-Senior level,51-200,862,Accounting,Full-time,Thrissur,Kerala,India,3
Helix,Growth Head - Internet/Online,0,Entry level,51-200,14687,Motor Vehicle Manufacturing,Full-time,Mumbai,Maharashtra,India,3
Alliance Recruitment Agency,HR,0,Entry level,51-200,17854,Human Resources Services,Full-time,Ahmedabad,Gujarat,India,3
nTech Workforce - India,Java Developer,12,Entry level,51-200,3571,Staffing and Recruiting,Full-time,Bengaluru,Karnataka,India,3
Amitoje India,Enterprise Sales Manager,5,Associate,51-200,6931,Advertising Services,Full-time,Bengaluru,Karnataka,India,3
Amitoje India,Corporate Sales - Manager,11,Associate,51-200,6931,Advertising Services,Full-time,Bengaluru,Karnataka,India,3
LINEUP,Specialist - Customer Service Escalation - eCommerce,2,Entry level,51-200,571,IT Services and IT Consulting,Full-time,Mumbai,Maharashtra,India,3
FunctionUp,Program Management Internship in Bangalore at FunctionUp,0,Internship,51-200,16608,E-Learning Providers,Full-time,Bengaluru,Karnataka,India,3
Alliance Recruitment Agency,Back End Operations,0,Entry level,51-200,17854,Human Resources Services,Full-time,Bengaluru,Karnataka,India,3
Suresh & Co.,Documentation Executive,0,Mid-Senior level,51-200,862,Accounting,Full-time,Kochi,Kerala,India,3
